web,motif,species,count
Premonsoon,D5,Fowlea piscator,0
Premonsoon,D5,Gallinula chloropus,0
Premonsoon,D5,Glossogobius giuris,0
Premonsoon,D5,Green Algae,0
Premonsoon,D5,Halcyon smyrnensis,0
Premonsoon,D5,Haliaeetus leucogaster,0
Premonsoon,D5,Herbaceous aquatic plants,0
Premonsoon,D5,Heteropneustes fossilis,0
Premonsoon,D5,Himantopus himantopus,0
Premonsoon,D5,Hirundo rustica,0
Premonsoon,D5,Hoplobatrachus crassus,0
Premonsoon,D5,Hoplobatrachus tigerinus,0
Premonsoon,D5,Hydrophasianus chirurgus,0
Premonsoon,D5,Hydrovatus confertus,0
Premonsoon,D5,Keratella lenzi,0
Premonsoon,D5,Laccotrephes griseus,0
Premonsoon,D5,Laccotrephes ruber,0
Premonsoon,D5,Lecane aculeata,0
Premonsoon,D5,Lecane bulla,0
Premonsoon,D5,Limnogonus fossarum,0
Premonsoon,D5,Lissemys punctata,0
Premonsoon,D5,Macrobrachium equidens,0
Premonsoon,D5,Macrobrachium malcolmsonii,9
Premonsoon,D5,Macrobrachium rosenbergii,9
Premonsoon,D5,Macrobrachium rude,0
Premonsoon,D5,Macrognathus pancalus,0
Premonsoon,D5,Macrothrix goeldi,0
Premonsoon,D5,Macrothrix spinosa,0
Premonsoon,D5,Mastacembelus armatus,0
Premonsoon,D5,Merops orientalis,0
Premonsoon,D5,Mesocyclops leukarti,0
Premonsoon,D5,Metopidius indicus,0
Premonsoon,D5,Microcarbo niger,0
Premonsoon,D5,Minervarya agricola,0
Premonsoon,D5,Minervarya pierrei,0
Premonsoon,D5,Mosquito larvae,0
Premonsoon,D5,Motacilla citreola,0
Premonsoon,D5,Mycteria leucocephala,0
Premonsoon,D5,Mystus tengara,0
Premonsoon,D5,Mystus vittatus,0
Premonsoon,D5,Naja naja,0
Premonsoon,D5,Nettapus coromandelianus,0
Premonsoon,D5,Netuma thalassina,0
Premonsoon,D5,Notopterus notopterus,0
Premonsoon,D5,Nycticorax nycticorax,0
Premonsoon,D5,Odonata sp.,0
Premonsoon,D5,Oreochromis niloticus,0
Premonsoon,D5,Oriolus kundoo,0
Premonsoon,D5,Oriolus xanthornus,0
Premonsoon,D5,Parambassis baculis,1
Premonsoon,D5,Pethia phutunio,7
Premonsoon,D5,Polypedates maculatus,0
Premonsoon,D5,Porphyrio poliocephalus,0
Premonsoon,D5,Prionailurus viverrinus,0
Premonsoon,D5,Puntius vittatus,7
Premonsoon,D5,Ranatra elongata,6
Premonsoon,D5,Ranatra filiformis,6
Premonsoon,D5,Ranatra varipes,12
Premonsoon,D5,Rasbora daniconius,1
Premonsoon,D5,Scapholeberis kingi,0
Premonsoon,D5,Spilornis cheela,0
Premonsoon,D5,Tachybaptus ruficollis,0
Premonsoon,D5,Trichogaster fasciata,0
Premonsoon,D5,Trichogaster lalius,0
Premonsoon,D5,Uperodon systoma,0
Premonsoon,D5,Vanellus indicus,0
Premonsoon,D5,Varanus bengalensis,0
Premonsoon,D5,Xenentodon cancila,0
Premonsoon,D6,Acridotheres ginginianus,0
Premonsoon,D6,Alcedo atthis,0
Premonsoon,D6,Alona pulchella,0
Premonsoon,D6,Amaurornis phoenicurus,0
Premonsoon,D6,Anas poecilorhyncha,0
Premonsoon,D6,Anastomus oscitans,0
Premonsoon,D6,Anisops campbelli,0
Premonsoon,D6,Aplocheilus panchax,3
Premonsoon,D6,Aquarius adelaides,0
Premonsoon,D6,Arcella discoides,0
Premonsoon,D6,Ardea alba,0
Premonsoon,D6,Ardea intermedia,0
Premonsoon,D6,Ardea purpurea,0
Premonsoon,D6,Ardeola grayii,0
Premonsoon,D6,Asplanchna brightwelli,0
Premonsoon,D6,Badis badis,3
Premonsoon,D6,Big fish juveniles,0
Premonsoon,D6,Brachionus calyciflorus,0
Premonsoon,D6,Brachionus forficula,0
Premonsoon,D6,Bubulcus ibis,0
Premonsoon,D6,Bungarus fasciatus,0
Premonsoon,D6,Carp sp.,0
Premonsoon,D6,Centropus bengalensis,0
Premonsoon,D6,Centropyxis aculeata,0
Premonsoon,D6,Ceryle rudis,0
Premonsoon,D6,Channa gachua,0
Premonsoon,D6,Channa punctata,1
Premonsoon,D6,Channa striata,1
Premonsoon,D6,Coracias benghalensis,0
Premonsoon,D6,Coronatella rectangula,0
Premonsoon,D6,Dendrocygna javanica,0
Premonsoon,D6,Detritus,0
Premonsoon,D6,Diplonychus annulatus,3
Premonsoon,D6,Diplonychus rusticus,5
Premonsoon,D6,Duttaphrynus melanostictus,0
Premonsoon,D6,Duttaphrynus scaber,0
Premonsoon,D6,Egretta garzetta,0
Premonsoon,D6,Enhydris enhydris,0
Premonsoon,D6,Euphlyctis cyanophlyctis,0
Premonsoon,D6,Fejervarya orissaensis,0
Premonsoon,D6,Felis chaus,0
Premonsoon,D6,Fowlea piscator,0
Premonsoon,D6,Gallinula chloropus,0
Premonsoon,D6,Glossogobius giuris,0
Premonsoon,D6,Green Algae,0
Premonsoon,D6,Halcyon smyrnensis,0
Premonsoon,D6,Haliaeetus leucogaster,0
Premonsoon,D6,Herbaceous aquatic plants,0
Premonsoon,D6,Heteropneustes fossilis,0
Premonsoon,D6,Himantopus himantopus,0
Premonsoon,D6,Hirundo rustica,0
Premonsoon,D6,Hoplobatrachus crassus,0
Premonsoon,D6,Hoplobatrachus tigerinus,0
Premonsoon,D6,Hydrophasianus chirurgus,0
Premonsoon,D6,Hydrovatus confertus,0
Premonsoon,D6,Keratella lenzi,0
Premonsoon,D6,Laccotrephes griseus,0
Premonsoon,D6,Laccotrephes ruber,0
Premonsoon,D6,Lecane aculeata,0
Premonsoon,D6,Lecane bulla,0
Premonsoon,D6,Limnogonus fossarum,0
Premonsoon,D6,Lissemys punctata,0
Premonsoon,D6,Macrobrachium equidens,0
Premonsoon,D6,Macrobrachium malcolmsonii,0
Premonsoon,D6,Macrobrachium rosenbergii,0
Premonsoon,D6,Macrobrachium rude,0
Premonsoon,D6,Macrognathus pancalus,0
Premonsoon,D6,Macrothrix goeldi,0
Premonsoon,D6,Macrothrix spinosa,0
Premonsoon,D6,Mastacembelus armatus,0
Premonsoon,D6,Merops orientalis,0
Premonsoon,D6,Mesocyclops leukarti,0
Premonsoon,D6,Metopidius indicus,0
Premonsoon,D6,Microcarbo niger,0
Premonsoon,D6,Minervarya agricola,0
Premonsoon,D6,Minervarya pierrei,0
Premonsoon,D6,Mosquito larvae,0
Premonsoon,D6,Motacilla citreola,0
Premonsoon,D6,Mycteria leucocephala,0
Premonsoon,D6,Mystus tengara,0
Premonsoon,D6,Mystus vittatus,0
Premonsoon,D6,Naja naja,0
Premonsoon,D6,Nettapus coromandelianus,0
Premonsoon,D6,Netuma thalassina,1
Premonsoon,D6,Notopterus notopterus,0
Premonsoon,D6,Nycticorax nycticorax,0
Premonsoon,D6,Odonata sp.,0
Premonsoon,D6,Oreochromis niloticus,0
Premonsoon,D6,Oriolus kundoo,0
Premonsoon,D6,Oriolus xanthornus,0
Premonsoon,D6,Parambassis baculis,3
Premonsoon,D6,Pethia phutunio,3
Premonsoon,D6,Polypedates maculatus,0
Premonsoon,D6,Porphyrio poliocephalus,0
Premonsoon,D6,Prionailurus viverrinus,0
Premonsoon,D6,Puntius vittatus,3
Premonsoon,D6,Ranatra elongata,18
Premonsoon,D6,Ranatra filiformis,18
Premonsoon,D6,Ranatra varipes,15
Premonsoon,D6,Rasbora daniconius,3
Premonsoon,D6,Scapholeberis kingi,0
Premonsoon,D6,Spilornis cheela,0
Premonsoon,D6,Tachybaptus ruficollis,0
Premonsoon,D6,Trichogaster fasciata,1
Premonsoon,D6,Trichogaster lalius,0
Premonsoon,D6,Uperodon systoma,0
Premonsoon,D6,Vanellus indicus,0
Premonsoon,D6,Varanus bengalensis,0
Premonsoon,D6,Xenentodon cancila,0
Premonsoon,D7,Acridotheres ginginianus,0
Premonsoon,D7,Alcedo atthis,0
Premonsoon,D7,Alona pulchella,0
Premonsoon,D7,Amaurornis phoenicurus,0
Premonsoon,D7,Anas poecilorhyncha,0
Premonsoon,D7,Anastomus oscitans,0
Premonsoon,D7,Anisops campbelli,0
Premonsoon,D7,Aplocheilus panchax,5
Premonsoon,D7,Aquarius adelaides,0
Premonsoon,D7,Arcella discoides,0
Premonsoon,D7,Ardea alba,0
Premonsoon,D7,Ardea intermedia,0
Premonsoon,D7,Ardea purpurea,0
Premonsoon,D7,Ardeola grayii,0
Premonsoon,D7,Asplanchna brightwelli,0
Premonsoon,D7,Badis badis,5
Premonsoon,D7,Big fish juveniles,0
Premonsoon,D7,Brachionus calyciflorus,0
Premonsoon,D7,Brachionus forficula,0
Premonsoon,D7,Bubulcus ibis,0
Premonsoon,D7,Bungarus fasciatus,3
Premonsoon,D7,Carp sp.,0
Premonsoon,D7,Centropus bengalensis,0
Premonsoon,D7,Centropyxis aculeata,0
Premonsoon,D7,Ceryle rudis,0
Premonsoon,D7,Channa gachua,0
Premonsoon,D7,Channa punctata,0
Premonsoon,D7,Channa striata,0
Premonsoon,D7,Coracias benghalensis,0
Premonsoon,D7,Coronatella rectangula,0
Premonsoon,D7,Dendrocygna javanica,0
Premonsoon,D7,Detritus,0
Premonsoon,D7,Diplonychus annulatus,17
Premonsoon,D7,Diplonychus rusticus,21
Premonsoon,D7,Duttaphrynus melanostictus,0
Premonsoon,D7,Duttaphrynus scaber,0
Premonsoon,D7,Egretta garzetta,0
Premonsoon,D7,Enhydris enhydris,0
Premonsoon,D7,Euphlyctis cyanophlyctis,0
Premonsoon,D7,Fejervarya orissaensis,0
Premonsoon,D7,Felis chaus,0
Premonsoon,D7,Fowlea piscator,3
Premonsoon,D7,Gallinula chloropus,0
Premonsoon,D7,Glossogobius giuris,0
Premonsoon,D7,Green Algae,0
Premonsoon,D7,Halcyon smyrnensis,0
Premonsoon,D7,Haliaeetus leucogaster,0
Premonsoon,D7,Herbaceous aquatic plants,0
Premonsoon,D7,Heteropneustes fossilis,0
Premonsoon,D7,Himantopus himantopus,0
Premonsoon,D7,Hirundo rustica,0
Premonsoon,D7,Hoplobatrachus crassus,3
Premonsoon,D7,Hoplobatrachus tigerinus,3
Premonsoon,D7,Hydrophasianus chirurgus,0
Premonsoon,D7,Hydrovatus confertus,0
Premonsoon,D7,Keratella lenzi,0
Premonsoon,D7,Laccotrephes griseus,0
Premonsoon,D7,Laccotrephes ruber,0
Premonsoon,D7,Lecane aculeata,0
Premonsoon,D7,Lecane bulla,0
Premonsoon,D7,Limnogonus fossarum,0
Premonsoon,D7,Lissemys punctata,0
Premonsoon,D7,Macrobrachium equidens,0
Premonsoon,D7,Macrobrachium malcolmsonii,0
Premonsoon,D7,Macrobrachium rosenbergii,0
Premonsoon,D7,Macrobrachium rude,0
Premonsoon,D7,Macrognathus pancalus,0
Premonsoon,D7,Macrothrix goeldi,0
Premonsoon,D7,Macrothrix spinosa,0
Premonsoon,D7,Mastacembelus armatus,0
Premonsoon,D7,Merops orientalis,0
Premonsoon,D7,Mesocyclops leukarti,0
Premonsoon,D7,Metopidius indicus,0
Premonsoon,D7,Microcarbo niger,0
Premonsoon,D7,Minervarya agricola,0
Premonsoon,D7,Minervarya pierrei,0
Premonsoon,D7,Mosquito larvae,0
Premonsoon,D7,Motacilla citreola,0
Premonsoon,D7,Mycteria leucocephala,0
Premonsoon,D7,Mystus tengara,0
Premonsoon,D7,Mystus vittatus,0
Premonsoon,D7,Naja naja,0
Premonsoon,D7,Nettapus coromandelianus,0
Premonsoon,D7,Netuma thalassina,0
Premonsoon,D7,Notopterus notopterus,0
Premonsoon,D7,Nycticorax nycticorax,0
Premonsoon,D7,Odonata sp.,0
Premonsoon,D7,Oreochromis niloticus,0
Premonsoon,D7,Oriolus kundoo,0
Premonsoon,D7,Oriolus xanthornus,0
Premonsoon,D7,Parambassis baculis,5
Premonsoon,D7,Pethia phutunio,5
Premonsoon,D7,Polypedates maculatus,0
Premonsoon,D7,Porphyrio poliocephalus,0
Premonsoon,D7,Prionailurus viverrinus,0
Premonsoon,D7,Puntius vittatus,5
Premonsoon,D7,Ranatra elongata,16
Premonsoon,D7,Ranatra filiformis,16
Premonsoon,D7,Ranatra varipes,11
Premonsoon,D7,Rasbora daniconius,5
Premonsoon,D7,Scapholeberis kingi,0
Premonsoon,D7,Spilornis cheela,0
Premonsoon,D7,Tachybaptus ruficollis,0
Premonsoon,D7,Trichogaster fasciata,6
Premonsoon,D7,Trichogaster lalius,0
Premonsoon,D7,Uperodon systoma,0
Premonsoon,D7,Vanellus indicus,0
Premonsoon,D7,Varanus bengalensis,0
Premonsoon,D7,Xenentodon cancila,0
Premonsoon,D8,Acridotheres ginginianus,0
Premonsoon,D8,Alcedo atthis,0
Premonsoon,D8,Alona pulchella,0
Premonsoon,D8,Amaurornis phoenicurus,0
Premonsoon,D8,Anas poecilorhyncha,0
Premonsoon,D8,Anastomus oscitans,0
Premonsoon,D8,Anisops campbelli,0
Premonsoon,D8,Aplocheilus panchax,17
Premonsoon,D8,Aquarius adelaides,0
Premonsoon,D8,Arcella discoides,0
Premonsoon,D8,Ardea alba,0
Premonsoon,D8,Ardea intermedia,0
Premonsoon,D8,Ardea purpurea,0
Premonsoon,D8,Ardeola grayii,0
Premonsoon,D8,Asplanchna brightwelli,0
Premonsoon,D8,Badis badis,17
Premonsoon,D8,Big fish juveniles,0
Premonsoon,D8,Brachionus calyciflorus,0
Premonsoon,D8,Brachionus forficula,0
Premonsoon,D8,Bubulcus ibis,0
Premonsoon,D8,Bungarus fasciatus,0
Premonsoon,D8,Carp sp.,0
Premonsoon,D8,Centropus bengalensis,0
Premonsoon,D8,Centropyxis aculeata,0
Premonsoon,D8,Ceryle rudis,0
Premonsoon,D8,Channa gachua,0
Premonsoon,D8,Channa punctata,0
Premonsoon,D8,Channa striata,0
Premonsoon,D8,Coracias benghalensis,0
Premonsoon,D8,Coronatella rectangula,0
Premonsoon,D8,Dendrocygna javanica,0
Premonsoon,D8,Detritus,0
Premonsoon,D8,Diplonychus annulatus,0
Premonsoon,D8,Diplonychus rusticus,0
Premonsoon,D8,Duttaphrynus melanostictus,0
Premonsoon,D8,Duttaphrynus scaber,0
Premonsoon,D8,Egretta garzetta,0
Premonsoon,D8,Enhydris enhydris,0
Premonsoon,D8,Euphlyctis cyanophlyctis,0
Premonsoon,D8,Fejervarya orissaensis,0
Premonsoon,D8,Felis chaus,0
Premonsoon,D8,Fowlea piscator,0
Premonsoon,D8,Gallinula chloropus,0
Premonsoon,D8,Glossogobius giuris,0
Premonsoon,D8,Green Algae,0
Premonsoon,D8,Halcyon smyrnensis,0
Premonsoon,D8,Haliaeetus leucogaster,0
Premonsoon,D8,Herbaceous aquatic plants,0
Premonsoon,D8,Heteropneustes fossilis,0
Premonsoon,D8,Himantopus himantopus,0
Premonsoon,D8,Hirundo rustica,0
Premonsoon,D8,Hoplobatrachus crassus,0
Premonsoon,D8,Hoplobatrachus tigerinus,0
Premonsoon,D8,Hydrophasianus chirurgus,0
Premonsoon,D8,Hydrovatus confertus,0
Premonsoon,D8,Keratella lenzi,0
Premonsoon,D8,Laccotrephes griseus,0
Premonsoon,D8,Laccotrephes ruber,0
Premonsoon,D8,Lecane aculeata,0
Premonsoon,D8,Lecane bulla,0
Premonsoon,D8,Limnogonus fossarum,0
Premonsoon,D8,Lissemys punctata,0
Premonsoon,D8,Macrobrachium equidens,0
Premonsoon,D8,Macrobrachium malcolmsonii,0
Premonsoon,D8,Macrobrachium rosenbergii,0
Premonsoon,D8,Macrobrachium rude,0
Premonsoon,D8,Macrognathus pancalus,0
Premonsoon,D8,Macrothrix goeldi,0
Premonsoon,D8,Macrothrix spinosa,0
Premonsoon,D8,Mastacembelus armatus,0
Premonsoon,D8,Merops orientalis,0
Premonsoon,D8,Mesocyclops leukarti,0
Premonsoon,D8,Metopidius indicus,0
Premonsoon,D8,Microcarbo niger,0
Premonsoon,D8,Minervarya agricola,0
Premonsoon,D8,Minervarya pierrei,0
Premonsoon,D8,Mosquito larvae,0
Premonsoon,D8,Motacilla citreola,0
Premonsoon,D8,Mycteria leucocephala,0
Premonsoon,D8,Mystus tengara,0
Premonsoon,D8,Mystus vittatus,0
Premonsoon,D8,Naja naja,0
Premonsoon,D8,Nettapus coromandelianus,0
Premonsoon,D8,Netuma thalassina,0
Premonsoon,D8,Notopterus notopterus,0
Premonsoon,D8,Nycticorax nycticorax,0
Premonsoon,D8,Odonata sp.,0
Premonsoon,D8,Oreochromis niloticus,0
Premonsoon,D8,Oriolus kundoo,0
Premonsoon,D8,Oriolus xanthornus,0
Premonsoon,D8,Parambassis baculis,17
Premonsoon,D8,Pethia phutunio,17
Premonsoon,D8,Polypedates maculatus,0
Premonsoon,D8,Porphyrio poliocephalus,0
Premonsoon,D8,Prionailurus viverrinus,0
Premonsoon,D8,Puntius vittatus,17
Premonsoon,D8,Ranatra elongata,21
Premonsoon,D8,Ranatra filiformis,21
Premonsoon,D8,Ranatra varipes,15
Premonsoon,D8,Rasbora daniconius,17
Premonsoon,D8,Scapholeberis kingi,0
Premonsoon,D8,Spilornis cheela,0
Premonsoon,D8,Tachybaptus ruficollis,0
Premonsoon,D8,Trichogaster fasciata,12
Premonsoon,D8,Trichogaster lalius,0
Premonsoon,D8,Uperodon systoma,0
Premonsoon,D8,Vanellus indicus,0
Premonsoon,D8,Varanus bengalensis,0
Premonsoon,D8,Xenentodon cancila,0
Postmonsoon,S1,Acridotheres ginginianus,67
Postmonsoon,S1,Alcedo atthis,114
Postmonsoon,S1,Alona pulchella,283
Postmonsoon,S1,Amaurornis phoenicurus,112
Postmonsoon,S1,Anas acuta,23
Postmonsoon,S1,Anas poecilorhyncha,23
Postmonsoon,S1,Anastomus oscitans,190
Postmonsoon,S1,Anhinga melanogaster,154
Postmonsoon,S1,Anisops campbelli,537
Postmonsoon,S1,Aplocheilus panchax,129
Postmonsoon,S1,Aquarius adelaides,249
Postmonsoon,S1,Arcella discoides,283
Postmonsoon,S1,Ardea alba,115
Postmonsoon,S1,Ardea cinerea,228
Postmonsoon,S1,Ardea intermedia,115
Postmonsoon,S1,Ardea purpurea,114
Postmonsoon,S1,Ardeola grayii,125
Postmonsoon,S1,Asplanchna brightwelli,283
Postmonsoon,S1,Badis badis,725
Postmonsoon,S1,Big fish juveniles,796
Postmonsoon,S1,Brachionus calyciflorus,381
Postmonsoon,S1,Brachionus forficula,381
Postmonsoon,S1,Bubulcus ibis,114
Postmonsoon,S1,Calidris minuta,45
Postmonsoon,S1,Carp sp.,17
Postmonsoon,S1,Centropus bengalensis,24
Postmonsoon,S1,Centropyxis aculeata,283
Postmonsoon,S1,Ceryle rudis,114
Postmonsoon,S1,Channa gachua,220
Postmonsoon,S1,Channa punctata,293
Postmonsoon,S1,Channa striata,293
Postmonsoon,S1,Charadrius dubius,23
Postmonsoon,S1,Chlidonias hybrida,124
Postmonsoon,S1,Chroicocephalus brunnicephalus,124
Postmonsoon,S1,Circus aeruginosus,146
Postmonsoon,S1,Coracias benghalensis,103
Postmonsoon,S1,Coronatella rectangula,283
Postmonsoon,S1,Dendrocygna javanica,389
Postmonsoon,S1,Detritus,281
Postmonsoon,S1,Dicrurus caerulescens,15
Postmonsoon,S1,Diplonychus annulatus,272
Postmonsoon,S1,Diplonychus rusticus,255
Postmonsoon,S1,Duttaphrynus melanostictus,121
Postmonsoon,S1,Egretta garzetta,125
Postmonsoon,S1,Enhydris enhydris,240
Postmonsoon,S1,Euphlyctis cyanophlyctis,123
Postmonsoon,S1,Felis chaus,186
Postmonsoon,S1,Fowlea piscator,208
Postmonsoon,S1,Fulica atra,23
Postmonsoon,S1,Gallinula chloropus,24
Postmonsoon,S1,Glossogobius giuris,210
Postmonsoon,S1,Green Algae,350
Postmonsoon,S1,Halcyon smyrnensis,114
Postmonsoon,S1,Haliaeetus leucogaster,408
Postmonsoon,S1,Herbaceous aquatic plants,118
Postmonsoon,S1,Heteropneustes fossilis,178
Postmonsoon,S1,Himantopus himantopus,23
Postmonsoon,S1,Hirundo rustica,23
Postmonsoon,S1,Hoplobatrachus tigerinus,156
Postmonsoon,S1,Hydrophasianus chirurgus,23
Postmonsoon,S1,Hydrovatus confertus,262
Postmonsoon,S1,Keratella lenzi,381
Postmonsoon,S1,Laccotrephes griseus,249
Postmonsoon,S1,Laccotrephes ruber,249
Postmonsoon,S1,Lecane aculeata,381
Postmonsoon,S1,Lecane bulla,381
Postmonsoon,S1,Limnogonus fossarum,249
Postmonsoon,S1,Lissemys punctata,151
Postmonsoon,S1,Macrobrachium equidens,257
Postmonsoon,S1,Macrobrachium malcolmsonii,204
Postmonsoon,S1,Macrobrachium rosenbergii,204
Postmonsoon,S1,Macrobrachium rude,480
Postmonsoon,S1,Macrognathus pancalus,208
Postmonsoon,S1,Macrothrix goeldi,283
Postmonsoon,S1,Macrothrix spinosa,283
Postmonsoon,S1,Mastacembelus armatus,206
Postmonsoon,S1,Merops orientalis,15
Postmonsoon,S1,Merops philippinus,15
Postmonsoon,S1,Mesocyclops leukarti,318
Postmonsoon,S1,Metopidius indicus,23
Postmonsoon,S1,Microcarbo niger,256
Postmonsoon,S1,Microhyla mymensinghensis,136
Postmonsoon,S1,Minervarya agricola,159
Postmonsoon,S1,Mosquito larvae,678
Postmonsoon,S1,Motacilla alba,38
Postmonsoon,S1,Motacilla citreola,23
Postmonsoon,S1,Motacilla tschutschensis,23
Postmonsoon,S1,Mycteria leucocephala,254
Postmonsoon,S1,Mystus tengara,140
Postmonsoon,S1,Mystus vittatus,133
Postmonsoon,S1,Naja naja,67
Postmonsoon,S1,Netta rufina,23
Postmonsoon,S1,Nettapus coromandelianus,45
Postmonsoon,S1,Netuma thalassina,388
Postmonsoon,S1,Notopterus notopterus,248
Postmonsoon,S1,Numenius arquata,23
Postmonsoon,S1,Nycticorax nycticorax,115
Postmonsoon,S1,Odonata sp.,174
Postmonsoon,S1,Oreochromis niloticus,208
Postmonsoon,S1,Oriolus kundoo,15
Postmonsoon,S1,Oriolus xanthornus,15
Postmonsoon,S1,Parambassis baculis,160
Postmonsoon,S1,Pethia phutunio,725
Postmonsoon,S1,Phalacrocorax fuscicollis,154
Postmonsoon,S1,Plegadis falcinellus,220
Postmonsoon,S1,Pluvialis fulva,23
Postmonsoon,S1,Polypedates maculatus,124
Postmonsoon,S1,Porphyrio poliocephalus,23
Postmonsoon,S1,Prionailurus viverrinus,293
Postmonsoon,S1,Puntius vittatus,231
Postmonsoon,S1,Ranatra elongata,271
Postmonsoon,S1,Ranatra filiformis,334
Postmonsoon,S1,Ranatra varipes,352
Postmonsoon,S1,Rasbora daniconius,380
Postmonsoon,S1,Scapholeberis kingi,318
Postmonsoon,S1,Spatula querquedula,23
Postmonsoon,S1,Spilornis cheela,28
Postmonsoon,S1,Sterna aurantia,124
Postmonsoon,S1,Sternula albifrons,186
Postmonsoon,S1,Tachybaptus ruficollis,124
Postmonsoon,S1,Tadorna ferruginea,44
Postmonsoon,S1,Tadploes,223
Postmonsoon,S1,Threskiornis melanocephalus,99
Postmonsoon,S1,Trichogaster fasciata,733
Postmonsoon,S1,Trichogaster lalius,725
Postmonsoon,S1,Tringa glareola,186
Postmonsoon,S1,Tringa nebularia,45
Postmonsoon,S1,Tringa ochropus,45
Postmonsoon,S1,Tringa stagnatilis,45
Postmonsoon,S1,Tringa tetanus,23
Postmonsoon,S1,Vanellus indicus,23
Postmonsoon,S1,Vanellus malabaricus,23
Postmonsoon,S1,Varanus bengalensis,76
Postmonsoon,S1,Xenentodon cancila,97
Postmonsoon,S1,Xenus cinereus,45
Postmonsoon,S2,Acridotheres ginginianus,5
Postmonsoon,S2,Alcedo atthis,130
Postmonsoon,S2,Alona pulchella,20
Postmonsoon,S2,Amaurornis phoenicurus,96
Postmonsoon,S2,Anas acuta,31
Postmonsoon,S2,Anas poecilorhyncha,31
Postmonsoon,S2,Anastomus oscitans,0
Postmonsoon,S2,Anhinga melanogaster,0
Postmonsoon,S2,Anisops campbelli,737
Postmonsoon,S2,Aplocheilus panchax,272
Postmonsoon,S2,Aquarius adelaides,714
Postmonsoon,S2,Arcella discoides,20
Postmonsoon,S2,Ardea alba,165
Postmonsoon,S2,Ardea cinerea,441
Postmonsoon,S2,Ardea intermedia,165
Postmonsoon,S2,Ardea purpurea,189
Postmonsoon,S2,Ardeola grayii,202
Postmonsoon,S2,Asplanchna brightwelli,20
Postmonsoon,S2,Badis badis,412
Postmonsoon,S2,Big fish juveniles,202
Postmonsoon,S2,Brachionus calyciflorus,31
Postmonsoon,S2,Brachionus forficula,31
Postmonsoon,S2,Bubulcus ibis,94
Postmonsoon,S2,Calidris minuta,53
Postmonsoon,S2,Carp sp.,14
Postmonsoon,S2,Centropus bengalensis,102
Postmonsoon,S2,Centropyxis aculeata,20
Postmonsoon,S2,Ceryle rudis,130
Postmonsoon,S2,Channa gachua,385
Postmonsoon,S2,Channa punctata,429
Postmonsoon,S2,Channa striata,429
Postmonsoon,S2,Charadrius dubius,31
Postmonsoon,S2,Chlidonias hybrida,131
Postmonsoon,S2,Chroicocephalus brunnicephalus,128
Postmonsoon,S2,Circus aeruginosus,5
Postmonsoon,S2,Coracias benghalensis,17
Postmonsoon,S2,Coronatella rectangula,20
Postmonsoon,S2,Dendrocygna javanica,110
Postmonsoon,S2,Detritus,47
Postmonsoon,S2,Dicrurus caerulescens,0
Postmonsoon,S2,Diplonychus annulatus,855
Postmonsoon,S2,Diplonychus rusticus,805
Postmonsoon,S2,Duttaphrynus melanostictus,209
Postmonsoon,S2,Egretta garzetta,199
Postmonsoon,S2,Enhydris enhydris,42
Postmonsoon,S2,Euphlyctis cyanophlyctis,224
Postmonsoon,S2,Felis chaus,10
Postmonsoon,S2,Fowlea piscator,35
Postmonsoon,S2,Fulica atra,31
Postmonsoon,S2,Gallinula chloropus,102
Postmonsoon,S2,Glossogobius giuris,293
Postmonsoon,S2,Green Algae,122
Postmonsoon,S2,Halcyon smyrnensis,130
Postmonsoon,S2,Haliaeetus leucogaster,119
Postmonsoon,S2,Herbaceous aquatic plants,33
Postmonsoon,S2,Heteropneustes fossilis,57
Postmonsoon,S2,Himantopus himantopus,31
Postmonsoon,S2,Hirundo rustica,31
Postmonsoon,S2,Hoplobatrachus tigerinus,351
Postmonsoon,S2,Hydrophasianus chirurgus,31
Postmonsoon,S2,Hydrovatus confertus,698
Postmonsoon,S2,Keratella lenzi,31
Postmonsoon,S2,Laccotrephes griseus,714
Postmonsoon,S2,Laccotrephes ruber,714
Postmonsoon,S2,Lecane aculeata,31
Postmonsoon,S2,Lecane bulla,31
Postmonsoon,S2,Limnogonus fossarum,714
Postmonsoon,S2,Lissemys punctata,206
Postmonsoon,S2,Macrobrachium equidens,111
Postmonsoon,S2,Macrobrachium malcolmsonii,384
Postmonsoon,S2,Macrobrachium rosenbergii,384
Postmonsoon,S2,Macrobrachium rude,137
Postmonsoon,S2,Macrognathus pancalus,311
Postmonsoon,S2,Macrothrix goeldi,20
Postmonsoon,S2,Macrothrix spinosa,20
Postmonsoon,S2,Mastacembelus armatus,279
Postmonsoon,S2,Merops orientalis,0
Postmonsoon,S2,Merops philippinus,0
Postmonsoon,S2,Mesocyclops leukarti,24
Postmonsoon,S2,Metopidius indicus,31
Postmonsoon,S2,Microcarbo niger,17
Postmonsoon,S2,Microhyla mymensinghensis,244
Postmonsoon,S2,Minervarya agricola,249
Postmonsoon,S2,Mosquito larvae,40
Postmonsoon,S2,Motacilla alba,31
Postmonsoon,S2,Motacilla citreola,31
Postmonsoon,S2,Motacilla tschutschensis,31
Postmonsoon,S2,Mycteria leucocephala,374
Postmonsoon,S2,Mystus tengara,17
Postmonsoon,S2,Mystus vittatus,33
Postmonsoon,S2,Naja naja,4
Postmonsoon,S2,Netta rufina,31
